name,website,phone,categories,state,moved
Guiton's Pool & Stove Center,http://www.guitons.com,(530) 221-6656,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/ceres-california-ceres-893.html,(209) 541-1443,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Bill's  Spa Maintenanace,http://www.billsspaandpool.com,(831) 449-6580,"Swimming Pool Repair & Service, Spas & Hot Tubs, Spas & Hot Tubs-Repair & Service",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/sacramento-california-the-pocket-268.html,(916) 392-6277,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/folsom-california-folsom-368.html,(916) 983-4098,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Unique Designs,http://uniquedesignsca.localsearch.com,(916) 932-2895,"Swimming Pool Repair & Service, Swimming Pool Designing & Consulting, Swimming Pool Dealers",CA,False
Marin Pool Service,http://marinpoolservice.com,(415) 892-4023,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Keys Pool Service Inc,http://keyspoolserviceinc521870497.localsearch.com,(925) 260-0572,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Dane's Swimming Pools,http://danesswimmingpools.localsearch.com,(408) 640-9268,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Equipment & Supplies",CA,False
All Cities Pool & Spa Inc,http://allcitiespoolspainc.localsearch.com,(916) 782-7959,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",CA,False
Professional Pool Service,http://professionalpoolservice526194197.localsearch.com,(707) 447-6657,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
American Pool Care,http://www.americanpoolcare.com,(559) 688-4657,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Quality Cross Pool & Spa,http://qualitycrosspoolandspa.com,(805) 381-1819,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/antelope-california-antelope-532.html,(916) 726-1888,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/san-jose-california-east-san-jose-377.html,(408) 223-9884,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/hanford-california-hanford-373.html,(559) 585-1527,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Pool Kingdom,http://poolkingdom.localsearch.com,(559) 298-7227,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Merced Pools Inc,http://www.mercedpools.com,(209) 384-7425,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Sunplay Pools & Service,http://sunplaypoolsservice.localsearch.com,(530) 527-3262,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
All Seasons Pools and Spas,https://www.allseasonspools-spas.com/locations-all-seasons/grass-valley,(530) 477-2220,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Rothwell Pool Maintenance,http://rothwellpoolmaintenance.localsearch.com,(562) 425-8249,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
All Seasons Pools and Spas,https://www.allseasonspools-spas.com,(530) 350-1100,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Fox Hill Pool & Spa,http://foxhillpool.com,(805) 238-6720,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Dealers",CA,False
Perfect Pool & Spa,http://perfectpool-spa.com,(530) 515-1285,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Merced Pools Inc,http://www.mercedpools.com,(209) 384-7634,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
CPS Pool & Spa,http://cpspoolspa.localsearch.com,(209) 744-8035,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/merced-california-merced-338.html,(209) 384-1977,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,http://lesliespoolsupplies576196237.localsearch.com,(916) 686-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com,(916) 392-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com,(559) 241-8798,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pro Commercial,https://lesliespool.com/commercial-services.html,(916) 564-4277,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(530) 823-0100,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Swimming Pool Supplies,http://lesliesswimmingpoolsupplies579052029.localsearch.com,(925) 244-1126,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com,(530) 566-1178,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/redding-california-redding-123.html,(530) 221-2694,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
The Pool Doctor,http://thepooldoctors.com,(510) 223-7537,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/citrus-heights-california-citrus-heights-71.html,(916) 726-9501,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
All Clear Pool & Spa,http://www.shopallclear.com,(209) 745-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/lodi-california-lodi-544.html,(209) 366-1340,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Pools By Bill,http://www.manta.com/c/mmpr3cg/pools-by-bill,(530) 741-9453,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Sauna Equipment & Supplies",CA,False
Leslie's Swimming Pool Supplies,http://lesliesswimmingpoolsupplies6469037.localsearch.com,(408) 223-9884,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/elk-grove-california-laguna-and-elk-grove-321.html,(916) 683-5778,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Parkers Pool and Spa,http://parkerspoolandspa.com,(650) 369-5809,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Ireland's Pools,http://irelandspools.localsearch.com,(209) 526-8580,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/san-jose-california-campbell-402-402.html,(408) 971-8033,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Rustic Pools,http://www.rusticpools.com,(916) 989-6630,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",CA,False
Colonial Pools,http://www.theoriginalcolonialpools.com,(925) 625-3390,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/sacramento-california-sacramento-139.html,(916) 483-8022,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Apache Pools,https://apachepools.com,(707) 824-0649,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Crystal Pool & Spa,http://crystalpoolspa.localsearch.com,(209) 577-8055,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/stockton-california-stockton-62.html,(209) 478-4925,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Northwest Pools & Pool Plastering Inc.,http://northwestpoolspoolplasteringinc.localsearch.com,(530) 246-1494,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Adams Swimming Pool & Landscape Remodeling,https://adamspoolsac.com,(916) 388-2000,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Abco Vinyl Pool Repair,http://www.abcovinylpoolrepair.com,(800) 729-0004,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Tim's Pool Service,http://www.timspoolservice.com,(916) 726-1773,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Aquatic Technologies,http://www.aquatictechnologies.com,(949) 493-8270,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Crystal Clear Pool and Spa,N/A,(209) 947-4021,Swimming Pool Management,CA,False
Jay's Pool & Spa Service,N/A,(949) 701-5527,Swimming Pool Management,CA,False
TNC Pool Services,N/A,(619) 990-7824,Swimming Pool Management,CA,False
Nick Alexander Troubleshooting & Repairs,http://nickalexandertroubleshootingrepairs.localsearch.com,(209) 752-0945,"Swimming Pool Management, Small Appliance Repair, Handyman Services",CA,False
Golden State Lifeguards,http://goldenstatelifeguards.localsearch.com,(818) 451-6606,"Swimming Pool Management, Paramedics, Party & Event Planners",CA,False
Lifeguardhelp.com,http://www.lifeguardhelp.com,(714) 310-3521,"Swimming Pool Management, Homeowners Insurance, Party Supply Rental",CA,False
Montego Hoa,N/A,(818) 597-1182,Swimming Pool Management,CA,False
Sheldon Pools,N/A,(916) 709-1913,Swimming Pool Management,CA,False
Heat Wave Pool Service,http://heatwavepoolservice.com,(916) 208-4939,Swimming Pool Management,CA,False
Dan Carters Pool Care,N/A,(530) 917-4145,Swimming Pool Management,CA,False
Bay Pool Service and Supply,N/A,(831) 295-7070,Swimming Pool Management,CA,False
Barefoot Pools,http://www.barefootpools.biz/home.htm,(925) 234-8034,"Swimming Pool Management, Swimming Pool Designing & Consulting, Swimming Pool Construction",CA,False
Tom Mazik,N/A,(650) 298-9162,Swimming Pool Management,CA,False
3 BS Pool Hall,http://yellowpages.com/hayward-ca/mip/3-bs-pool-hall-532367955,(510) 397-6779,Swimming Pool Management,CA,False
A Quality Pool,N/A,(818) 768-5624,Swimming Pool Management,CA,False
Royalty Pool & Spa Services,https://poolcleaningservicelosangeles.com,(310) 701-1585,Swimming Pool Management,CA,False
Pasadena Pool Services,https://pasadenapoolservices.com,(626) 587-3761,Swimming Pool Management,CA,False
Mermaids Pool Service,N/A,(916) 517-6697,Swimming Pool Management,CA,False
Irvine Pool & Spa Service,N/A,(949) 791-7711,Swimming Pool Management,CA,False
Sac Pool Company,N/A,(916) 586-7080,Swimming Pool Management,CA,False
Pool,N/A,(408) 269-1663,Swimming Pool Management,CA,False
Junior Pool's,https://poolcleaningindioca.com,(760) 980-7785,Swimming Pool Management,CA,False
Aqua Pura Pool Service,https://www.aquapurapoolservice.com,(209) 991-9042,Swimming Pool Management,CA,False
Pala Rancho Swim Lessons,N/A,(408) 270-7946,Swimming Pool Management,CA,False
Advanced Tile Cleaning,http://advancedtilecleaningca.localsearch.com,(559) 352-0029,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Tile-Cleaning, Refinishing & Sealing",CA,False
Dutch Guy Pool Service Inc. Equipment & Repair,http://dutchguypoolserviceincequipmentrepair.localsearch.com,(209) 277-9561,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Spas & Hot Tubs-Repair & Service",CA,False
Bulldog Pool & Tile Cleaning,http://bulldogpooltilecleaningca.localsearch.com,(559) 355-2758,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",CA,False
"S&S Plumbing, Pools & Spa- Electrical Repair Services",http://ssplumbingpoolsspaelectricalrepairservices.localsearch.com,(916) 410-5179,"Swimming Pool Repair & Service, Handyman Services, Home Builders",CA,False
Tile Savers-Swimming Pool Tile Cleaning & Repair,http://www.tilesavers.net,(707) 258-0607,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",CA,False
Bio Swimming Pool Cleaning & Repair,http://bioswimmingpoolcleaningrepair.localsearch.com,(949) 855-3708,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies",CA,False
